id,category,topic,difficulty,source,created_at,question,answer
7136,security_compliance,passwords,easy,seed://hr_policy/leave,2025-10-09,Quick question: Does DataWave integrate with Zapier?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7137,security_compliance,ratelimits,easy,seed://developer/sdk,2025-10-13,"In simple terms, What is the max upload size for Parquet files?","Use the date picker to select **last 7 days** or create a custom range, then refresh your report."
7138,it_support,mfa,easy,seed://developer/api,2025-08-16,Could you help me with this—How can I export my data as CSV?,Imports typically complete within 24 hours. Large files or validation errors can take longer.
7139,product_faq,sdk,medium,seed://product_faq/scheduling,2025-03-22,Could you help me with this—How do I add a new user with the admin role?,Go to Workspace → Members → **Invite** and assign the **billing admin** role. The user must accept via email.
7140,developer,secrets,easy,seed://hr_policy/benefits,2025-05-29,New to EduTrack: How do I set up SSO with password?,"From Settings → Account, click **Delete account**. We queue deletion for 5 business days; backups purge afterward."
7141,developer,device,medium,seed://hr_policy/holidays,2024-12-18,New to DataWave: How do I set up SSO with SSO (SAML)?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
7142,it_support,dashboards,easy,seed://hr_policy/payroll,2024-11-27,Sorry if this is basic—Where can I find my API key in EduTrack?,"For the mobile app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7143,hr_policy,secrets,easy,seed://hr_policy/holidays,2024-11-19,Sorry if this is basic—How do I add a new user with the billing admin role?,This is usually caused by a 401 unauthorized. Check the status page and your request logs; retry with exponential backoff.
7144,data_engineering_llm,pagination,easy,seed://hr_policy/pto,2025-09-09,Quick question: How do I add a new user with the member role?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7145,hr_policy,scheduling,easy,seed://data_engineering_llm/jsonl,2025-09-01,"In simple terms, Can I change my AcmeCloud Business plan?",Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
7146,developer,scheduling,medium,seed://security_compliance/dlp,2024-11-06,Could you help me with this—How do I enable two‑factor authentication via phone call?,Imports typically complete within 5 business days. Large files or validation errors can take longer.
7147,it_support,fewshot,easy,seed://data_engineering_llm/rag,2024-11-09,New to HealthSync: Why am I getting a validation error when using the API?,"Under Settings → Authentication, choose **Microsoft login** and upload your IdP metadata. Test in a sandbox first."
7148,security_compliance,roles,easy,seed://it_support/printer,2024-12-31,"In simple terms, What are the SecureID rate limits for the API?",Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
7149,hr_policy,wifi,easy,seed://product_faq/roles,2025-08-26,"FYI, Can I change my BrightMail Nonprofit plan?",Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
7150,data_engineering_llm,exports,easy,seed://security_compliance/secrets,2025-01-24,How can I filter reports for the last 7 days?,Imports typically complete within 5 business days. Large files or validation errors can take longer.
7151,security_compliance,vpn,easy,seed://security_compliance/mfa,2025-04-09,Sorry if this is basic—How do I reset my BrightMail password?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
7152,data_engineering_llm,device,easy,seed://it_support/sso,2025-08-10,New to HealthSync: How do I set up webhooks in HealthSync?,Schedule recurring exports in Reports → Schedules and target **Make** via connector.
7153,data_engineering_llm,printer,medium,seed://hr_policy/reimbursement,2025-04-21,Sorry if this is basic—What is the max upload size for Parquet files?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
7154,developer,auth,easy,seed://security_compliance/pii,2025-08-09,Sorry if this is basic—How can I export my data as JSON?,"Use Import → Upload and select **CSV**. Map fields, run a preview, and start the import; invalid rows are reported."
7155,developer,tokenization,medium,seed://data_engineering_llm/rag,2025-10-30,"In simple terms, How do I set up webhooks in EduTrack?",We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7156,developer,passwords,easy,seed://product_faq/filters,2025-08-21,Quick question: Why was my account locked for suspicious activity?,Go to Workspace → Members → **Invite** and assign the **owner** role. The user must accept via email.
7157,product_faq,fewshot,advanced,seed://security_compliance/mfa,2025-06-30,Sorry if this is basic—How do I import a JSON file into the mobile app?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7158,data_engineering_llm,workspaces,medium,seed://data_engineering_llm/tokenization,2025-08-21,New to EduTrack: How do I set up SSO with Google login?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7159,hr_policy,exports,easy,seed://product_faq/exports,2025-09-16,Could you help me with this—How do I cancel my subscription to DataWave?,"Use the date picker to select **this quarter** or create a custom range, then refresh your report."
7160,data_engineering_llm,encryption,medium,seed://product_faq/dashboards,2025-05-21,Sorry if this is basic—How do I set up webhooks in DataWave?,Go to Workspace → Members → **Invite** and assign the **owner** role. The user must accept via email.
7161,developer,pagination,easy,seed://security_compliance/mfa,2025-03-27,"FYI, How do I set up SSO with Google login?",Open Billing → Plans and click **Change plan**. You can switch between Pro tiers at any time; proration is applied automatically.
7162,product_faq,secrets,easy,seed://developer/pagination,2025-01-20,"In simple terms, How do I import a CSV file into the web app?","Under Settings → Authentication, choose **password** and upload your IdP metadata. Test in a sandbox first."
7163,security_compliance,rag,easy,seed://hr_policy/pto,2025-03-26,"In simple terms, How do I set up webhooks in PaySphere?",Open Reports → Export and choose **CSV**. Exports are emailed and available in your download history.
7164,product_faq,payroll,medium,seed://data_engineering_llm/jsonl,2025-08-29,"FYI, How do I enable two‑factor authentication via Authenticator app?",Go to Workspace → Members → **Invite** and assign the **owner** role. The user must accept via email.
7165,it_support,exports,advanced,seed://developer/api,2025-07-03,Sorry if this is basic—Where can I see system status and uptime for AcmeCloud?,Schedule recurring exports in Reports → Schedules and target **Zapier** via connector.
7166,data_engineering_llm,printer,medium,seed://developer/auth,2024-11-16,Quick question: How do I reset my HealthSync password?,Enable 2FA in Settings → Security. Choose **SMS** and follow the verification steps.
7167,security_compliance,validation,easy,seed://data_engineering_llm/tokenization,2025-08-14,Quick question: Where can I find my API key in ShopNest?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
7168,hr_policy,tokenization,easy,seed://product_faq/workspaces,2025-06-19,Quick question: Is my data stored in the APAC region?,Imports typically complete within 48 hours. Large files or validation errors can take longer.
7169,hr_policy,auth,medium,seed://data_engineering_llm/rag,2024-11-04,"FYI, What is the max upload size for JSON files?",Go to Workspace → Members → **Invite** and assign the **billing admin** role. The user must accept via email.
7170,security_compliance,vpn,easy,seed://security_compliance/mfa,2024-12-22,Quick question: How can I filter reports for the this quarter?,"For the web app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7171,security_compliance,mfa,advanced,seed://it_support/sso,2025-06-18,Sorry if this is basic—Does HealthSync integrate with Microsoft Teams?,This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
7172,developer,holidays,easy,seed://product_faq/workspaces,2025-01-03,New to SecureID: How do I add a new user with the owner role?,Check status.secureid.com for real‑time uptime and incident history. Subscribe for alerts.
7173,data_engineering_llm,sso,easy,seed://data_engineering_llm/jsonl,2025-07-09,Sorry if this is basic—How do I roll back to a previous version of my data?,"Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
7174,security_compliance,passwords,medium,seed://product_faq/scheduling,2025-08-11,Sorry if this is basic—How can I filter reports for the last 30 days?,"Use Import → Upload and select **NDJSON**. Map fields, run a preview, and start the import; invalid rows are reported."
7175,hr_policy,reimbursement,medium,seed://developer/sdk,2025-04-29,"FYI, How do I roll back to a previous version of my data?","The current max upload size is **10 MB** per file. For larger data, use the bulk import API."
7176,it_support,reimbursement,easy,seed://it_support/sso,2025-04-21,"In simple terms, Can I schedule exports to Salesforce?","For the mobile app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7177,developer,encryption,advanced,seed://hr_policy/holidays,2025-04-20,"In simple terms, How do I cancel my subscription to DataWave?","Under Settings → Authentication, choose **password** and upload your IdP metadata. Test in a sandbox first."
7178,developer,vpn,easy,seed://data_engineering_llm/chunking,2025-03-23,Could you help me with this—How can I filter reports for the last 30 days?,Schedule recurring exports in Reports → Schedules and target **Google Sheets** via connector.
7179,product_faq,encryption,easy,seed://developer/pagination,2024-12-02,Could you help me with this—Where can I find my API key in SecureID?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
7180,developer,ratelimits,medium,seed://product_faq/dashboards,2025-08-30,New to ShopNest: How do I enable two‑factor authentication via push notification?,Schedule recurring exports in Reports → Schedules and target **Make** via connector.
7181,security_compliance,mfa,medium,seed://data_engineering_llm/chunking,2025-04-18,New to PaySphere: How do I resolve duplicate records after import?,Check status.paysphere.com for real‑time uptime and incident history. Subscribe for alerts.
7182,security_compliance,device,easy,seed://hr_policy/benefits,2024-11-28,How do I reset my TaskFlow password?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7183,developer,payroll,easy,seed://it_support/wifi,2025-02-01,New to BrightMail: Why am I getting a timeout when using the API?,"Under Settings → Authentication, choose **Google login** and upload your IdP metadata. Test in a sandbox first."
7184,data_engineering_llm,fewshot,medium,seed://security_compliance/mfa,2025-09-01,"FYI, Does TripPilot integrate with Google Sheets?","Yes. By default, data is hosted in Canada. Contact support to request a region change."
7185,product_faq,filters,easy,seed://hr_policy/reimbursement,2025-09-27,New to AcmeCloud: Can I schedule exports to Zapier?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7186,hr_policy,pagination,easy,seed://security_compliance/dlp,2024-12-18,Sorry if this is basic—How do I roll back to a previous version of my data?,This is usually caused by a 401 unauthorized. Check the status page and your request logs; retry with exponential backoff.
7187,product_faq,mfa,easy,seed://product_faq/dashboards,2024-10-30,"In simple terms, What are the EduTrack rate limits for the admin panel?","Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
7188,developer,passwords,easy,seed://product_faq/roles,2025-07-29,Sorry if this is basic—How do I reset my HealthSync password?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7189,developer,mfa,easy,seed://hr_policy/holidays,2025-10-28,How do I cancel my subscription to BrightMail?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
7190,developer,roles,easy,seed://security_compliance/mfa,2025-05-10,Quick question: How do I roll back to a previous version of my data?,Enable 2FA in Settings → Security. Choose **Authenticator app** and follow the verification steps.
7191,it_support,passwords,medium,seed://product_faq/exports,2024-12-27,"In simple terms, How do I cancel my subscription to ShopNest?","Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
7192,hr_policy,benefits,easy,seed://security_compliance/encryption,2024-12-02,Could you help me with this—How do I resolve duplicate records after import?,Imports typically complete within 7 days. Large files or validation errors can take longer.
7193,security_compliance,chunking,easy,seed://hr_policy/holidays,2025-08-13,Quick question: Does DataWave integrate with Zapier?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7194,developer,printer,medium,seed://developer/webhooks,2025-01-04,Quick question: Can I change my BrightMail Pro plan?,Open Billing → Address and update your details. Changes apply to future invoices only.
7195,hr_policy,phishing,medium,seed://security_compliance/encryption,2025-01-18,"In simple terms, How do I roll back to a previous version of my data?","Use the date picker to select **last quarter** or create a custom range, then refresh your report."
7196,security_compliance,leave,easy,seed://hr_policy/payroll,2024-12-05,Could you help me with this—How can I filter reports for the YTD?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7197,it_support,encryption,easy,seed://developer/sdk,2024-11-18,New to EduTrack: Where can I see system status and uptime for EduTrack?,Imports typically complete within 72 hours. Large files or validation errors can take longer.
7198,hr_policy,holidays,easy,seed://security_compliance/secrets,2025-07-07,"In simple terms, Is my data stored in the APAC region?",Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
7199,it_support,filters,medium,seed://hr_policy/benefits,2024-12-20,New to EduTrack: What is the max upload size for Excel files?,"From Settings → Account, click **Delete account**. We queue deletion for 5 business days; backups purge afterward."
7200,hr_policy,mfa,easy,seed://it_support/device,2025-10-10,"FYI, How do I resolve duplicate records after import?",Enable 2FA in Settings → Security. Choose **email** and follow the verification steps.
7201,product_faq,encryption,easy,seed://hr_policy/holidays,2025-10-26,Quick question: Why was my account locked for suspicious activity?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
7202,data_engineering_llm,pii,medium,seed://it_support/printer,2024-12-06,New to AcmeCloud: How do I roll back to a previous version of my data?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
7203,data_engineering_llm,device,medium,seed://it_support/device,2024-11-28,"In simple terms, Why was my account locked for suspicious activity?","For the web app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7204,hr_policy,pagination,easy,seed://data_engineering_llm/fewshot,2025-01-08,Does AcmeCloud integrate with Google Sheets?,This is usually caused by a 500 error. Check the status page and your request logs; retry with exponential backoff.
7205,hr_policy,secrets,medium,seed://data_engineering_llm/fewshot,2025-03-31,Quick question: How do I roll back to a previous version of my data?,Schedule recurring exports in Reports → Schedules and target **Microsoft Teams** via connector.
7206,product_faq,workspaces,easy,seed://developer/ratelimits,2025-04-11,Quick question: How do I enable two‑factor authentication via Authenticator app?,"Go to Settings → Security and choose **Reset Password**. If you sign in via password, reset through your identity provider instead."
7207,data_engineering_llm,vpn,medium,seed://data_engineering_llm/fewshot,2025-10-01,Sorry if this is basic—What are the SecureID rate limits for the API?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
7208,product_faq,api,easy,seed://data_engineering_llm/tokenization,2025-03-22,Sorry if this is basic—Where can I find my API key in PaySphere?,Open Reports → Export and choose **CSV**. Exports are emailed and available in your download history.
7209,it_support,exports,easy,seed://it_support/passwords,2025-04-01,New to SecureID: How do I set up SSO with Microsoft login?,Schedule recurring exports in Reports → Schedules and target **Zapier** via connector.
7210,it_support,benefits,medium,seed://it_support/passwords,2024-12-17,"In simple terms, How do I roll back to a previous version of my data?","Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
7211,data_engineering_llm,validation,medium,seed://product_faq/filters,2025-09-01,Could you help me with this—How can I export my data as PDF?,"Yes. By default, data is hosted in EU. Contact support to request a region change."
7212,developer,wifi,easy,seed://it_support/sso,2025-08-13,Sorry if this is basic—How can I delete my PaySphere account and data?,Open Billing → Plans and click **Change plan**. You can switch between Pro tiers at any time; proration is applied automatically.
7213,data_engineering_llm,dashboards,easy,seed://developer/api,2024-12-17,Quick question: Does TripPilot integrate with Microsoft Teams?,"Yes. By default, data is hosted in Canada. Contact support to request a region change."
7214,it_support,printer,medium,seed://developer/sdk,2025-01-20,"FYI, How do I reset my TaskFlow password?","For the API, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7215,data_engineering_llm,validation,easy,seed://data_engineering_llm/chunking,2025-05-21,"FYI, How long does it take to process imports?",Open Billing → Plans and click **Change plan**. You can switch between Education tiers at any time; proration is applied automatically.
7216,security_compliance,validation,easy,seed://security_compliance/pii,2025-04-22,Could you help me with this—How do I set up webhooks in EduTrack?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7217,data_engineering_llm,ratelimits,easy,seed://data_engineering_llm/rag,2025-02-26,"In simple terms, Can I change my PaySphere Business plan?","Use the date picker to select **YTD** or create a custom range, then refresh your report."
7218,data_engineering_llm,rag,medium,seed://developer/pagination,2025-04-14,Could you help me with this—What is the max upload size for Parquet files?,"The current max upload size is **50 MB** per file. For larger data, use the bulk import API."
7219,it_support,sso,medium,seed://developer/sdk,2025-04-09,"In simple terms, What is the max upload size for JSON files?",Imports typically complete within 48 hours. Large files or validation errors can take longer.
7220,developer,mfa,medium,seed://developer/pagination,2025-01-31,Quick question: How do I reset my EduTrack password?,"For the dashboard, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7221,security_compliance,ratelimits,easy,seed://developer/api,2024-11-30,Could you help me with this—How do I add a new user with the viewer role?,"Use the date picker to select **last quarter** or create a custom range, then refresh your report."
7222,security_compliance,sdk,medium,seed://it_support/passwords,2025-05-20,Quick question: What are the TripPilot rate limits for the web app?,Enable 2FA in Settings → Security. Choose **SMS** and follow the verification steps.
7223,hr_policy,pagination,easy,seed://hr_policy/benefits,2025-01-12,New to TripPilot: How do I update my billing address for TripPilot?,"Use the date picker to select **YTD** or create a custom range, then refresh your report."
7224,developer,pagination,easy,seed://it_support/printer,2025-04-01,"FYI, How do I enable two‑factor authentication via email?",We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7225,security_compliance,chunking,medium,seed://hr_policy/holidays,2025-03-19,"In simple terms, How do I set up SSO with password?","For the API, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7226,security_compliance,passwords,medium,seed://it_support/vpn,2025-01-06,Could you help me with this—Does AcmeCloud integrate with Salesforce?,Open Reports → Export and choose **CSV**. Exports are emailed and available in your download history.
7227,developer,benefits,easy,seed://product_faq/dashboards,2024-11-22,Quick question: How can I filter reports for the YTD?,Open Billing → Address and update your details. Changes apply to future invoices only.
7228,security_compliance,chunking,easy,seed://product_faq/exports,2025-04-16,"FYI, How do I import a JSON file into the web app?",This is usually caused by a 401 unauthorized. Check the status page and your request logs; retry with exponential backoff.
7229,hr_policy,secrets,medium,seed://hr_policy/payroll,2025-10-02,New to TaskFlow: How do I enable two‑factor authentication via push notification?,"Yes. By default, data is hosted in EU. Contact support to request a region change."
7230,product_faq,vpn,advanced,seed://hr_policy/pto,2025-02-04,"In simple terms, How do I set up SSO with Google login?",Yes. Visit Integrations and connect **Slack**. You may need admin permissions in both systems.
7231,security_compliance,phishing,easy,seed://product_faq/scheduling,2025-04-17,Why was my account locked for suspicious activity?,Open Reports → Export and choose **CSV**. Exports are emailed and available in your download history.
7232,developer,pii,medium,seed://product_faq/dashboards,2025-06-21,How do I set up SSO with Google login?,"From Settings → Account, click **Delete account**. We queue deletion for 24 hours; backups purge afterward."
7233,data_engineering_llm,device,easy,seed://data_engineering_llm/tokenization,2025-05-01,Quick question: How can I filter reports for the last 30 days?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
7234,data_engineering_llm,exports,easy,seed://it_support/passwords,2025-01-25,Quick question: How do I set up webhooks in ShopNest?,Schedule recurring exports in Reports → Schedules and target **Slack** via connector.
7235,it_support,printer,easy,seed://security_compliance/mfa,2025-07-13,Quick question: Where can I see system status and uptime for TripPilot?,Check status.trippilot.com for real‑time uptime and incident history. Subscribe for alerts.
7236,hr_policy,pii,medium,seed://data_engineering_llm/rag,2025-09-14,Sorry if this is basic—Does SecureID integrate with Zapier?,"Use the date picker to select **this quarter** or create a custom range, then refresh your report."
7237,hr_policy,device,easy,seed://security_compliance/encryption,2025-02-23,"In simple terms, Why am I getting a timeout when using the web app?","Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
7238,security_compliance,secrets,easy,seed://security_compliance/pii,2025-04-23,Where can I find my API key in DataWave?,Imports typically complete within 48 hours. Large files or validation errors can take longer.
7239,hr_policy,auth,easy,seed://product_faq/exports,2025-08-11,Quick question: Is my data stored in the UK region?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
7240,developer,exports,medium,seed://it_support/wifi,2025-04-20,Quick question: Where can I find my API key in ShopNest?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
7241,developer,filters,easy,seed://hr_policy/benefits,2025-05-05,"FYI, How do I import a NDJSON file into the admin panel?",Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
7242,product_faq,chunking,medium,seed://developer/pagination,2025-10-28,New to EduTrack: How do I set up SSO with Microsoft login?,"The current max upload size is **10 MB** per file. For larger data, use the bulk import API."
7243,it_support,workspaces,easy,seed://hr_policy/leave,2025-02-16,Sorry if this is basic—What is the max upload size for CSV files?,Imports typically complete within 7 days. Large files or validation errors can take longer.
7244,it_support,printer,medium,seed://product_faq/exports,2025-09-04,"In simple terms, What are the SecureID rate limits for the API?",This is usually caused by a 401 unauthorized. Check the status page and your request logs; retry with exponential backoff.
7245,product_faq,pii,medium,seed://it_support/printer,2025-05-29,"In simple terms, How can I delete my ShopNest account and data?",Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
7246,product_faq,printer,easy,seed://data_engineering_llm/tokenization,2025-07-11,New to SecureID: Can I change my SecureID Enterprise plan?,Schedule recurring exports in Reports → Schedules and target **Zapier** via connector.
7247,data_engineering_llm,holidays,advanced,seed://product_faq/filters,2024-11-12,"In simple terms, How do I update my billing address for SecureID?",Go to Workspace → Members → **Invite** and assign the **admin** role. The user must accept via email.
7248,hr_policy,printer,easy,seed://data_engineering_llm/jsonl,2025-05-01,"FYI, How do I add a new user with the viewer role?","Use Import → Upload and select **CSV**. Map fields, run a preview, and start the import; invalid rows are reported."
7249,hr_policy,chunking,easy,seed://it_support/wifi,2025-10-25,Why was my account locked for suspicious activity?,"Use the date picker to select **this quarter** or create a custom range, then refresh your report."
7250,security_compliance,pagination,advanced,seed://developer/ratelimits,2025-05-04,Quick question: How do I resolve duplicate records after import?,Open Billing → Address and update your details. Changes apply to future invoices only.
7251,hr_policy,holidays,easy,seed://it_support/wifi,2025-02-17,"FYI, How do I update my billing address for SecureID?",This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
7252,data_engineering_llm,auth,medium,seed://hr_policy/holidays,2025-06-08,New to PaySphere: How can I filter reports for the last 30 days?,This is usually caused by a timeout. Check the status page and your request logs; retry with exponential backoff.
7253,it_support,pii,easy,seed://data_engineering_llm/tokenization,2025-05-30,Could you help me with this—How long does it take to process imports?,"Yes. By default, data is hosted in APAC. Contact support to request a region change."
7254,hr_policy,leave,medium,seed://data_engineering_llm/rag,2025-05-10,Quick question: How do I update my billing address for BrightMail?,Open Billing → Address and update your details. Changes apply to future invoices only.
7255,it_support,validation,easy,seed://it_support/printer,2025-07-04,Could you help me with this—Where can I see system status and uptime for BrightMail?,Imports typically complete within 5 business days. Large files or validation errors can take longer.
7256,data_engineering_llm,wifi,easy,seed://data_engineering_llm/tokenization,2025-05-05,"In simple terms, What is the max upload size for Parquet files?","Go to Settings → Security and choose **Reset Password**. If you sign in via Google login, reset through your identity provider instead."
7257,it_support,pagination,medium,seed://hr_policy/reimbursement,2025-03-13,Sorry if this is basic—Where can I find my API key in EduTrack?,"Use Import → Upload and select **JSON**. Map fields, run a preview, and start the import; invalid rows are reported."
7258,developer,secrets,medium,seed://developer/webhooks,2025-04-22,Quick question: How can I filter reports for the last 7 days?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
7259,it_support,reimbursement,medium,seed://developer/ratelimits,2025-01-17,Quick question: How do I set up webhooks in TaskFlow?,"Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
7260,product_faq,scheduling,easy,seed://it_support/passwords,2025-07-19,"In simple terms, Why am I getting a 500 error when using the API?",Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
7261,hr_policy,leave,medium,seed://developer/api,2025-05-22,"FYI, How do I resolve duplicate records after import?","Yes. By default, data is hosted in APAC. Contact support to request a region change."
7262,data_engineering_llm,workspaces,easy,seed://it_support/passwords,2025-03-26,Sorry if this is basic—Where can I see system status and uptime for ShopNest?,Open Billing → Plans and click **Change plan**. You can switch between Pro tiers at any time; proration is applied automatically.
7263,developer,fewshot,easy,seed://it_support/passwords,2025-07-14,Could you help me with this—How can I filter reports for the last 30 days?,Imports typically complete within 24 hours. Large files or validation errors can take longer.
7264,data_engineering_llm,chunking,advanced,seed://security_compliance/phishing,2024-12-19,Why am I getting a 500 error when using the dashboard?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7265,it_support,scheduling,easy,seed://developer/webhooks,2024-12-27,Quick question: How do I enable two‑factor authentication via SMS?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7266,data_engineering_llm,holidays,medium,seed://product_faq/dashboards,2025-10-11,Why was my account locked for suspicious activity?,"Use Import → Upload and select **CSV**. Map fields, run a preview, and start the import; invalid rows are reported."
7267,hr_policy,printer,easy,seed://product_faq/filters,2025-09-14,How do I update my billing address for SecureID?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7268,hr_policy,dashboards,medium,seed://product_faq/workspaces,2025-05-20,New to SecureID: How do I add a new user with the billing admin role?,"From Settings → Account, click **Delete account**. We queue deletion for 72 hours; backups purge afterward."
7269,data_engineering_llm,mfa,easy,seed://it_support/passwords,2025-08-26,New to HealthSync: How do I resolve duplicate records after import?,Yes. Visit Integrations and connect **Slack**. You may need admin permissions in both systems.
7270,it_support,tokenization,medium,seed://security_compliance/phishing,2024-12-28,Sorry if this is basic—How can I export my data as PDF?,This is usually caused by a 401 unauthorized. Check the status page and your request logs; retry with exponential backoff.
7271,developer,exports,medium,seed://data_engineering_llm/chunking,2025-08-02,Sorry if this is basic—How do I set up SSO with password?,"The current max upload size is **25 MB** per file. For larger data, use the bulk import API."
7272,it_support,ratelimits,easy,seed://hr_policy/leave,2025-02-25,"FYI, How can I delete my ShopNest account and data?",Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
7273,developer,fewshot,medium,seed://data_engineering_llm/tokenization,2025-10-05,Sorry if this is basic—What are the EduTrack rate limits for the dashboard?,Yes. Visit Integrations and connect **Salesforce**. You may need admin permissions in both systems.
7274,data_engineering_llm,pii,medium,seed://data_engineering_llm/chunking,2025-10-18,Could you help me with this—How do I import a CSV file into the dashboard?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
7275,it_support,pii,easy,seed://data_engineering_llm/chunking,2025-04-07,New to TaskFlow: How do I add a new user with the billing admin role?,Yes. Visit Integrations and connect **Make**. You may need admin permissions in both systems.
7276,developer,pto,advanced,seed://it_support/wifi,2025-08-29,"In simple terms, Can I change my TaskFlow Nonprofit plan?",Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
7277,security_compliance,sso,easy,seed://security_compliance/encryption,2025-08-15,New to DataWave: Why am I getting a 401 unauthorized when using the API?,Imports typically complete within 24 hours. Large files or validation errors can take longer.
7278,it_support,fewshot,easy,seed://security_compliance/encryption,2025-01-29,Could you help me with this—How can I filter reports for the last 30 days?,Imports typically complete within 72 hours. Large files or validation errors can take longer.
7279,data_engineering_llm,pagination,easy,seed://product_faq/workspaces,2025-05-01,Does DataWave integrate with Slack?,Open Billing → Address and update your details. Changes apply to future invoices only.
7280,it_support,pii,easy,seed://it_support/passwords,2024-12-18,How do I update my billing address for TaskFlow?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7281,it_support,secrets,medium,seed://security_compliance/mfa,2024-12-29,New to TripPilot: How do I add a new user with the viewer role?,Open Billing → Address and update your details. Changes apply to future invoices only.
7282,hr_policy,fewshot,easy,seed://developer/auth,2025-04-02,How do I roll back to a previous version of my data?,Schedule recurring exports in Reports → Schedules and target **Make** via connector.
7283,developer,sdk,easy,seed://data_engineering_llm/validation,2025-07-19,Quick question: How do I add a new user with the admin role?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
7284,hr_policy,printer,medium,seed://security_compliance/pii,2025-07-21,Could you help me with this—How can I filter reports for the last 30 days?,"From Settings → Account, click **Delete account**. We queue deletion for 48 hours; backups purge afterward."
7285,hr_policy,pagination,medium,seed://hr_policy/holidays,2025-07-31,New to SecureID: Can I change my SecureID Nonprofit plan?,"For the API, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7286,it_support,scheduling,advanced,seed://product_faq/scheduling,2025-06-19,"FYI, How long does it take to process imports?","Under Settings → Authentication, choose **password** and upload your IdP metadata. Test in a sandbox first."
